point,t1,t2,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd
11y10y,11,21,4.594038810002325,3.9554960204874616,1.4540232936962865,2.579571723587952,3.9541164349911866,1.856550320075679,4.920525611961859,2.694547607774705,3.798066866078896
11y11y,11,22,4.55427523468922,3.9137965172466767,1.4420593251920486,2.5423269420391676,3.944663249396638,1.8582361876151259,4.921389537425234,2.658006574260238,3.7678204635914043
11y12y,11,23,4.514596407708885,3.870209983511753,1.4295994512910633,2.5069728159298794,3.93493278811247,1.8556440598784103,4.919304239889948,2.6231690679315736,3.736858775526395
11y13y,11,24,4.475882016378375,3.826227705288209,1.4166575717240069,2.473600617056202,3.9246720436789126,1.850140930009626,4.915176265068542,2.5910981507869324,3.706145143281932
11y14y,11,25,4.438974437587012,3.783186907758857,1.4032684873695518,2.4423665249020776,3.91367801192729,1.8429070934747085,4.909767446432695,2.5627940779727587,3.6765453222565756
11y15y,11,26,4.404465823578609,3.7420574291291233,1.3895060875228162,2.413337722755711,3.901860365634882,1.8349037245210778,4.903686621146789,2.5388505456471537,3.648660043432086
11y16y,11,27,4.3720769860654105,3.702734926587228,1.3755491358499168,2.3861098384990265,3.889452321293859,1.8266477569452981,4.897262145004901,2.5184506456002187,3.622287542227191
11y17y,11,28,4.341403199997295,3.6649318914474502,1.361595819838884,2.36023283451467,3.8767431649770234,1.8185483149429211,4.890747184608049,2.5005736909936216,3.597093910445831
11y18y,11,29,4.312122494834892,3.628432275601645,1.347839022629018,2.3353254343830674,3.864001655483346,1.8110095278438896,4.884384094767793,2.4843323445937955,3.572803645887088
11y19y,11,30,4.283973873963985,3.5930726907715482,1.334467730065364,2.311057015150889,3.8514814397187473,1.8044318507863504,4.878407266485415,2.4689375232711113,3.5491842791564574
12y1y,12,13,4.803509736389882,4.088046461698724,1.5214925942967257,2.8420078390240797,3.9977403068201594,1.6822597838944864,4.824412239871457,2.910124667819351,3.919840141127214
12y2y,12,14,4.794575762259015,4.1042891448209415,1.515155235403773,2.8255658553835006,4.0081179893047265,1.7166456494778684,4.832209638709844,2.8989025924126945,3.9237056467280436
12y3y,12,15,4.777688431128907,4.108470739008148,1.507677975083061,2.7989324888222784,4.01104014362306,1.751423851375446,4.845669193813283,2.879664686925883,3.920122163887462
12y4y,12,16,4.753046685115141,4.099801229862949,1.4993547059135437,2.762313450667987,4.006319910294731,1.7862662944134053,4.864673037449449,2.8523809195321363,3.9085982629453895
12y5y,12,17,4.7228761881416785,4.081929995598071,1.4900956715228892,2.7204408302989127,3.99745358180092,1.8181684674907925,4.884800532495446,2.8200584129646673,3.8915345877207708
12y6y,12,18,4.688713833534859,4.056998420305906,1.4799413064266171,2.6765110149263114,3.986687163507453,1.8450364943249526,4.903091610484465,2.7846736875185782,3.870350365132732
12y7y,12,19,4.651537578246893,4.02592373227046,1.4690377458803017,2.6324737270696503,3.975251650875903,1.8655151883638226,4.917772070873751,2.747366477528509,3.8456679056903664
12y8y,12,20,4.612115848682592,3.989163874388206,1.4575707647791531,2.589811661745437,3.9639974617339755,1.8785263604189986,4.927512465035456,2.7089628020716594,3.817810644027052
12y9y,12,21,4.57119696660644,3.9473419316232925,1.4456899299199861,2.5495288431468324,3.953392853883692,1.8837059165815213,4.931680968600002,2.67027741448234,3.7872010194577395
12y10y,12,22,4.529741218101611,3.9022878869448463,1.4333629009429545,2.5115638714872834,3.943066707840439,1.8828448112243263,4.931515750945901,2.632509296945661,3.7550165613836146
12y11y,12,23,4.488685590176483,3.8557851801705505,1.4205608952554334,2.4757923766909564,3.9325967993082735,1.8777798879107108,4.9283203160418925,2.596822678888444,3.7224041655134035
12y12y,12,24,4.448904234362798,3.809339779040146,1.407293738727425,2.4422375311810507,3.921675658572269,1.8699735115501683,4.923097003639374,2.564274717735343,3.6903356147496504
12y13y,12,25,4.41123282505022,3.764287222181463,1.3935950196531341,2.411013361620851,3.9100664232325713,1.8606576428555996,4.916662834449167,2.535856749554818,3.6596750019940587
12y14y,12,26,4.3762408537938455,3.7215699011908487,1.3795405532256615,2.3821505852698315,3.8976626299688997,1.8508147083066468,4.9096551367845205,2.5121270598072365,3.6310029404151414
12y15y,12,27,4.343574425098751,3.6809917336753775,1.3653175070610462,2.3551866512284265,3.8847072317162072,1.8409476106401108,4.902404461190657,2.4921487321465,3.6040494126643856
12y16y,12,28,4.312764937461795,3.642184958396354,1.351131585598627,2.32962503369946,3.8715003212281727,1.8314482126566587,4.895160921007392,2.474798337467849,3.5784210619943644
12y17y,12,29,4.283446441556633,3.6048763612096844,1.3371811082140788,2.3050529512551288,3.858317713749505,1.8227071499804057,4.888163900211866,2.459117815016607,3.553800361194017
12y18y,12,30,4.255327122486134,3.568861016910802,1.3236590724199404,2.2811180911282714,3.845417704983197,1.8151141785231968,4.881645036722462,2.4442685330413956,3.5299245454613
13y1y,13,14,4.785641788128145,4.120531827943165,1.508817876510803,2.8091238717429228,4.0184956717892915,1.7510315150612692,4.840007037548216,2.8876805170060535,3.9275711523288654
13y2y,13,15,4.764777778498418,4.1186828776628674,1.500770665476229,2.777394813721376,4.0176900620245,1.7860058851159273,4.856297670784185,2.864434696479151,3.9202631752675825
13y3y,13,16,4.736225668023556,4.103719485917692,1.491975409785814,2.7357486545492873,4.009179778119586,1.820935131253048,4.878093303308774,2.833133003436403,3.904850970218111
13y4y,13,17,4.702717801079624,4.080400879072912,1.4822464408294285,2.6900490781176214,3.9973819005461095,1.8521456383898713,4.899897605651441,2.7975418492510022,3.8844581993691603
13y5y,13,18,4.66575465296385,4.050788812027343,1.4716310488525977,2.6434116501067577,3.9844765348449114,1.8775918364110504,4.918827484607064,2.7595834914584243,3.8604524099338384
13y6y,13,19,4.626208885223062,4.015569944032416,1.4602952711442325,2.5975513750772445,3.9715035415518583,1.8960577557753795,4.933332042707466,2.7202401124800346,3.8333058664508894
13y7y,13,20,4.584773864724408,3.975037790486706,1.4484390748480724,2.553783636419916,3.9591770552930896,1.9065644427796458,4.942241068630312,2.6802253926791333,3.803235001584172
13y8y,13,21,4.542157870383507,3.9297538653638644,1.4362145968728945,2.512968968662175,3.9478494222666334,1.9088866831674007,4.945089559691071,2.640296507815213,3.7706211292490557
13y9y,13,22,4.499322493847359,3.881648045305528,1.4235707127925359,2.4748478750943055,3.9369918635093577,1.9051320364831976,4.943416141065284,2.6016631446263627,3.7367028303009917
13y10y,13,23,4.457203175555144,3.8325590520177344,1.4104677253513043,2.439170830457644,3.926082448557084,1.8973318983123326,4.938711123658936,2.565492479995353,3.702660567952023
13y11y,13,24,4.416667370542154,3.784002807889366,1.3969120245847622,2.4058947759225933,3.9147606905497323,1.8870383958825037,4.932068345800094,2.5328338131822528,3.669471566897145
13y12y,13,25,4.378543082438583,3.737307285555026,1.3829368884328346,2.375097155170582,3.902760266266938,1.87552413110236,4.924350383997308,2.504667756366107,3.637994573732962
13y13y,13,26,4.343374016671072,3.693379396536397,1.3686211654509646,2.3467769503656584,3.8899643471341867,1.8637804717229676,4.916212282700909,2.48151185919092,3.608784694206521
13y14y,13,27,4.31072190286367,3.651916395959425,1.3541621436870692,2.3204137092430224,3.876633440637352,1.852282455407656,4.907975334142028,2.462293308169869,3.581492932059897
13y15y,13,28,4.280048617533256,3.6124608581761968,1.339774185018754,2.2954661800111524,3.8630843221887057,1.84139410790747,4.899877499749787,2.445776582111083,3.5556597900521743
13y16y,13,29,4.250942485629555,3.57467822992912,1.3256616403339128,2.2714932707695685,3.8496038016825875,1.8314851103607759,4.892148378983141,2.4309298867164366,3.5309228749481925
13y17y,13,30,4.223081086374149,3.5383206966291594,1.3120218064271887,2.2481245765461644,3.8364575519339637,1.8229291429131218,4.885011671831346,2.4168652309956333,3.50698833395154
14y1y,14,15,4.743913768868695,4.116833927382575,1.4927234544416494,2.745665755699826,4.01688445225971,1.8209802551705951,4.87258830402016,2.841188875952254,3.9129551982063067
14y2y,14,16,4.711517607971265,4.095313314904961,1.4835541764233167,2.699061045952468,4.004521831284735,1.8558869393489348,4.897136436189053,2.8058592466515786,3.893490879162738
14y3y,14,17,4.675076472063456,4.06702389611616,1.4733892956023005,2.65035748024252,3.990343976798383,1.8858503461660698,4.919861128352513,2.7674956266659834,3.870087215049257
14y4y,14,18,4.635782869172777,4.033353058048388,1.4623343419380437,2.6019835946977143,3.9759717506088164,1.9092319167484928,4.938532596371776,2.7275592350715185,3.8436727243350775
14y5y,14,19,4.594322304642044,3.994577567250267,1.4505907500709152,2.5552368757441073,3.9621051155043747,1.9250630039182002,4.951997043739313,2.686752031574836,3.814452809275295
14y6y,14,20,4.5512958774904515,3.950788784243961,1.438375941237614,2.5112269305327475,3.9492906192103923,1.9324865973993748,4.9592800738106595,2.6456495386246477,3.782512309793388
14y7y,14,21,4.507374453562846,3.90249987070968,1.4258426997817633,2.4706611253649267,3.9377571009062544,1.931437421468276,4.960101348568621,2.6049559350736655,3.7481996973805103
14y8y,14,22,4.4635325820622604,3.851787572475823,1.4129148173277521,2.433063375513228,3.926803887474368,1.9243946016609386,4.956342279004915,2.5659109730789034,3.7128442900475074
14y9y,14,23,4.420709996380365,3.800562076914908,1.3995399307780254,2.398064936981502,3.915814312642395,1.9135874964513404,4.949678244337904,2.529693809216387,3.67767050302126
14y10y,14,24,4.3797699287835545,3.7503499058839864,1.3857214393921573,2.36557186634056,3.9043871924257774,1.9006390839646274,4.941274476625279,2.4973491427998735,3.6436616083539737
14y11y,14,25,4.341534109194076,3.7024686907924673,1.3714931622439275,2.3356401809367324,3.8922388657649054,1.8868416416515505,4.932017960947226,2.4698484144897495,3.611669430224244
14y12y,14,26,4.30651836904965,3.6577833605858325,1.3569381061959782,2.308248040250886,3.879253403412929,1.8731762181114417,4.922562719796966,2.44766447103966,3.582219156029659
14y13y,14,27,4.274189603997172,3.6158690550375994,1.342265548854474,2.2828206198199545,3.865720961317972,1.8600709892804546,4.913203664649244,2.4295712151824707,3.554871530500746
14y14y,14,28,4.243934819633621,3.5761700746214147,1.3276996356264636,2.2587763448874543,3.8519835115029495,1.8478485788250565,4.904153961335613,2.4142120153328706,3.529094692746696
14y15y,14,29,4.215295865462982,3.538287990061517,1.313451224588787,2.2356512307046787,3.8383443436754745,1.8368486833807434,4.895624468412136,2.400479844697129,3.5044796564561476
14y16y,14,30,4.187921042514524,3.501932500922035,1.2997220520469615,2.2130621205963665,3.8250801694430057,1.8274227446538627,4.88782446147404,2.3874392756199834,3.480701907802957
15y1y,15,16,4.679121447073826,4.073792702427356,1.4743848984049828,2.6524563362051103,3.9921592103097487,1.8907936235272722,4.921684568357939,2.7705296173509106,3.8740265601191703
15y2y,15,17,4.640657823660828,4.042118880482961,1.4637222161826289,2.6027033425138635,3.9770737390677136,1.9182853916638054,4.94349754051869,2.7306490020228495,3.8486532234707336
15y3y,15,18,4.599739235940808,4.00552610160366,1.4522046377701758,2.5540895410303435,3.9623341833918477,1.938649137274458,4.96051402715565,2.6896826881112714,3.820578566378004
15y4y,15,19,4.556924438585379,3.9640134772171947,1.440057573978232,2.507629655755175,3.948410281315537,1.9510836911051008,4.971849228669104,2.648142820480479,3.7898272120425442
15y5y,15,20,4.512772299214802,3.9175797556162397,1.4275064385968061,2.4643391654993287,3.935771852600526,1.9547878658451294,4.976618427768761,2.6065416711591283,3.7564237321108043
15y6y,15,21,4.467951234345203,3.8667775279308647,1.4146959073384493,2.424827020309109,3.9245692090140096,1.9498469491845578,4.974686855993364,2.5655837782605664,3.7207404472428776
15y7y,15,22,4.423478126804198,3.8139238074891453,1.4015135834543369,2.3884058926294274,3.9139352353621724,1.9391680797309887,4.968307132574169,2.5265855583827106,3.684257017453394
15y8y,15,23,4.3803095248193245,3.7610280956064517,1.3878919903200722,2.3546148346417106,3.9031805451902297,1.925163401611433,4.959314486877623,2.4907569258744053,3.648259916123131
15y9y,15,24,4.339309502107428,3.7096294590508117,1.3738323266088794,2.3233392119673075,3.8918874968886725,1.9094900649417421,4.948906273581405,2.459144728005164,3.6137400983703807
15y10y,15,25,4.3012961432266135,3.6610321671334587,1.359370133024156,2.2946376234604227,3.879774307115426,1.8934277802996453,4.937960926639933,2.432714368343498,3.5815408534260365
15y11y,15,26,4.266755150884282,3.6160514908770396,1.344593983628189,2.268482793391891,3.866741489881402,1.877921305651518,4.92710584850395,2.411889525138515,3.552152243104509
15y12y,15,27,4.235045923591212,3.5741219823421857,1.329727390055541,2.244250191829964,3.8531240037394934,1.8633285504562755,4.916588278035001,2.3952697434516543,3.525031224858615
15y13y,15,28,4.205474900461692,3.53458054748594,1.3150054957176034,2.221323313286502,3.839298823752429,1.8499153729523223,4.906582088821417,2.381367641439071,3.499566961557495
15y14y,15,29,4.177537443791145,3.496963280252871,1.3006460653135823,2.1992216217764535,3.825591478776601,1.8379821425386114,4.897269908725848,2.3690006281789047,3.4753028320454216
