point,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd
18y3y,-0.09549680837440633,-0.1042636093754834,-0.027655839456981024,-0.08130671356011465,-0.02607298441336603,-0.03330499923781449,0.011508482066566295,-0.08615609862163698,-0.08090708147359083
18y4y,-0.09514438695225458,-0.10572650909905867,-0.02619220629426411,-0.07545658052456483,-0.026054476364335333,-0.041800641727480325,0.01066803863530108,-0.08067904683759375,-0.08101693116841213
18y5y,-0.09339704743610877,-0.10495993261592718,-0.025332741292919847,-0.07059035307951289,-0.026528142354905082,-0.04606614322173197,0.00836520253298545,-0.07509273786053283,-0.07920549745389982
18y6y,-0.0904677713167823,-0.10253696943522561,-0.0247185156169778,-0.06596033877928775,-0.02725395649527096,-0.047629905167079656,0.005123162437155493,-0.06905311324109187,-0.07595864897310944
18y7y,-0.08644764679826711,-0.09870272936829005,-0.024195692717607242,-0.061245970195861865,-0.028129058523745254,-0.047146762852078083,0.0011661290329429974,-0.06241262250358792,-0.0714844573651745
18y8y,-0.08176474265388922,-0.09399470256117182,-0.02369632621911877,-0.05658755761857881,-0.029013252764963138,-0.04522056888484016,-0.003023992699524136,-0.055599354262867884,-0.06632899317887908
18y9y,-0.07778204597484528,-0.08993275205974038,-0.02320906787165078,-0.05294728203803345,-0.029567621600148808,-0.04299988617194006,-0.006092184816512081,-0.050327031328528005,-0.06209570521918728
18y10y,-0.07456397044043417,-0.08661140258481925,-0.022709419026176514,-0.05031068235103042,-0.0297635731684176,-0.04062897109925245,-0.007953752051409246,-0.04663579724926903,-0.058876192923310366
18y11y,-0.07189463249616157,-0.08381204102434658,-0.022175755214592918,-0.048466764431539744,-0.029642482452881147,-0.038013884156981925,-0.008803061225939324,-0.044214296839092615,-0.05643195684924773
18y12y,-0.06963010786989354,-0.08138891468307419,-0.0215936553019338,-0.04727488709627803,-0.0292319144224078,-0.03509198064103658,-0.008769676867187215,-0.04285497370602531,-0.054604004326820554
19y1y,-0.09642385267263087,-0.10523418733755996,-0.027837830866108693,-0.08196072413429745,-0.026106687582835963,-0.03419471173599531,0.011825262462392239,-0.08701831971601548,-0.08176273238572485
19y2y,-0.09725644668078104,-0.10912366933788453,-0.02525174802307295,-0.0739098886988403,-0.025293420163326807,-0.04829675027989877,0.01291174566477693,-0.08080991371659607,-0.08394447816014061
19y3y,-0.09620000534911277,-0.10945418231518644,-0.024101600950747537,-0.0685753196051957,-0.02552859751462977,-0.05462702325209756,0.011323399890352803,-0.07528923963955414,-0.08307847885771213
19y4y,-0.09375192635472018,-0.10756404340724268,-0.02354992103495479,-0.0642128505287256,-0.02625214971527079,-0.0567523047387557,0.008281014448697555,-0.06965380521773845,-0.08029879979225196
19y5y,-0.09016581922780365,-0.10413566543213504,-0.02316941427541641,-0.059932333878610855,-0.02717832521163599,-0.0564915867697684,0.004407403950560607,-0.06349404220296373,-0.07618392114763495
19y6y,-0.08552599930436688,-0.09939593602122221,-0.022817637783076883,-0.055436904681392285,-0.02821188279212672,-0.05445097380181596,-8.984193992134237e-05,-0.056673314848901146,-0.07092648557595549
19y7y,-0.08030577278134743,-0.09391630443409982,-0.022443798204024645,-0.050942871095136955,-0.029210558458036218,-0.05120615056072575,-0.004699128066620872,-0.04970662366731604,-0.06511423676150363
19y8y,-0.07600761025149261,-0.0893564098858719,-0.02205219856500995,-0.0475531468824526,-0.029809560185985795,-0.04795968479922763,-0.007941452277342442,-0.04451185169062821,-0.06050363235902134
19y9y,-0.07262913029363016,-0.08573005959972368,-0.021625574215222265,-0.04522294002529481,-0.030000402085636146,-0.044774245982100114,-0.00980438615380308,-0.041056611562330314,-0.057103293459179305
19y10y,-0.06988634256960946,-0.0827388961817146,-0.02114692850357547,-0.043703404546427294,-0.02984351940682428,-0.04148312285731581,-0.01055356283554687,-0.03895087967983013,-0.05459192372412325
